vendor_id,vendor_name,vendor_type,annual_spend,risk_score,contract_start,contract_end,soc2,soc2_expiry,iso27001,iso27001_expiry,gdpr_dpa,breach_status,breach_date,under_investigation,access_type,data_sensitivity,current_access
VND-0388,Quantum Systems 388,Cloud Services,270777,88,2025-01-16,2025-07-27,True,2026-07-25,False,,False,False,,False,Database,LOW,False
VND-0389,Apex Solutions 389,Security,780153,66,2026-01-13,2026-05-02,False,,True,2027-07-23,False,False,,False,Database,MEDIUM,True
VND-0390,Vertex Partners 390,Cloud Services,988600,88,2025-08-13,2026-04-15,True,2027-10-15,False,,False,False,,False,Application,LOW,False
VND-0391,Vertex Solutions 391,Payment Processing,323911,83,2025-09-06,2026-03-17,True,2027-05-16,True,2027-10-16,True,False,,False,Database,LOW,True
VND-0392,Prime Systems 392,Consulting,597344,62,2025-06-24,2025-12-23,True,2027-05-16,False,,True,False,,False,Application,LOW,False
VND-0393,Titan Labs 393,Consulting,1115973,88,2026-03-18,2027-01-14,True,2026-08-09,True,2026-08-27,True,False,,False,Database,LOW,False
VND-0394,Nova Analytics 394,Security,639563,64,2024-12-29,2025-06-15,True,2026-11-24,True,2027-10-20,True,False,,False,SFTP,LOW,True
VND-0395,Apex Services 395,Security,705397,72,2025-06-30,2026-07-11,False,,False,,True,False,,False,Database,HIGH,True
VND-0396,Quantum Analytics 396,Data Analytics,646289,46,2025-06-25,2025-12-25,False,,True,2025-10-03,False,False,,False,Application,LOW,True
VND-0397,Quantum Partners 397,Software,1119068,21,2025-03-18,2026-02-23,True,2027-11-21,True,2025-07-24,True,False,,False,API,LOW,True
VND-0398,Secure Cloud 398,Data Analytics,349399,20,2025-05-16,2025-08-17,False,,True,2025-10-30,True,False,,False,Database,LOW,False
VND-0399,Nova Analytics 399,Compliance,259318,62,2025-03-07,2025-11-30,False,,False,,True,False,,False,Application,HIGH,True
VND-0400,Secure Services 400,Infrastructure,464335,60,2024-09-18,2026-02-02,True,2026-05-01,False,,False,False,,False,Application,MEDIUM,False
